tournament,team,player
2018,Egypt,Mohamed Salah
2018,Egypt,Omar Gaber
2018,Egypt,Ramadan Sobhi
2018,Egypt,Saad Samir
2018,Egypt,Sam Morsy
2018,Egypt,Sherif Ekramy
2018,Egypt,Shikabala
2018,Egypt,Tarek Hamed
2018,Egypt,Trézéguet (Egyptian footballer)
2018,England,Ashley Young
2018,England,Danny Rose
2018,England,Danny Welbeck
2018,England,Dele Alli
2018,England,Eric Dier
2018,England,Fabian Delph
2018,England,Gary Cahill
2018,England,Harry Kane
2018,England,Harry Maguire
2018,England,Jack Butland
2018,England,Jamie Vardy
2018,England,Jesse Lingard
2018,England,John Stones
2018,England,Jordan Henderson
2018,England,Jordan Pickford
2018,England,Kieran Trippier
2018,England,Kyle Walker
2018,England,Marcus Rashford
2018,England,Nick Pope
2018,England,Phil Jones
2018,England,Raheem Sterling
2018,England,Ruben Loftus-Cheek
2018,England,Trent Alexander-Arnold
2018,France,Adil Rami
2018,France,Alphonse Areola
2018,France,Antoine Griezmann
2018,France,Benjamin Mendy
2018,France,Benjamin Pavard
2018,France,Blaise Matuidi
2018,France,Corentin Tolisso
2018,France,Djibril Sidibé
2018,France,Florian Thauvin
2018,France,Hugo Lloris
2018,France,Kylian Mbappé
2018,France,Lucas Hernandez
2018,France,N'Golo Kanté
2018,France,Nabil Fekir
2018,France,Olivier Giroud
2018,France,Ousmane Dembélé
2018,France,Paul Pogba
2018,France,Presnel Kimpembe
2018,France,Raphaël Varane
2018,France,Samuel Umtiti
2018,France,Steve Mandanda
2018,France,Steven Nzonzi
2018,France,Thomas Lemar
2018,Germany,Antonio Rüdiger
2018,Germany,Jonas Hector
2018,Germany,Joshua Kimmich
2018,Germany,Julian Brandt
2018,Germany,Julian Draxler
2018,Germany,Jérôme Boateng
2018,Germany,Kevin Trapp
2018,Germany,Leon Goretzka
2018,Germany,Manuel Neuer
2018,Germany,Marc-André ter Stegen
2018,Germany,Marco Reus
2018,Germany,Mario Gómez
2018,Germany,Marvin Plattenhardt
2018,Germany,Mats Hummels
2018,Germany,Matthias Ginter
2018,Germany,Mesut Özil
2018,Germany,Niklas Süle
2018,Germany,Sami Khedira
2018,Germany,Sebastian Rudy
2018,Germany,Thomas Müller
2018,Germany,Timo Werner
2018,Germany,Toni Kroos
2018,Germany,İlkay Gündoğan
2018,Iceland,Albert Guðmundsson
2018,Iceland,Alfreð Finnbogason
2018,Iceland,Ari Freyr Skúlason
2018,Iceland,Arnór Ingvi Traustason
2018,Iceland,Aron Gunnarsson
2018,Iceland,Birkir Bjarnason
2018,Iceland,Birkir Már Sævarsson
2018,Iceland,Björn Bergmann Sigurðarson
2018,Iceland,Emil Hallfreðsson
2018,Iceland,Frederik Schram
2018,Iceland,Gylfi Sigurðsson
2018,Iceland,Hannes Þór Halldórsson
2018,Iceland,Hólmar Örn Eyjólfsson
2018,Iceland,Hörður Björgvin Magnússon
2018,Iceland,Jóhann Berg Guðmundsson
2018,Iceland,Jón Daði Böðvarsson
2018,Iceland,Kári Árnason
2018,Iceland,Ragnar Sigurðsson
2018,Iceland,Rúnar Alex Rúnarsson
2018,Iceland,Rúrik Gíslason
2018,Iceland,Samúel Friðjónsson
2018,Iceland,Sverrir Ingi Ingason
2018,Iceland,Ólafur Ingi Skúlason
2018,Iran,Alireza Beiranvand
2018,Iran,Alireza Jahanbakhsh
2018,Iran,Amir Abedzadeh
2018,Iran,Ashkan Dejagah
2018,Iran,Ehsan Hajsafi
2018,Iran,Karim Ansarifard
2018,Iran,Majid Hosseini
2018,Iran,Masoud Shojaei
2018,Iran,Mehdi Taremi
2018,Iran,Mehdi Torabi
2018,Iran,Milad Mohammadi
2018,Iran,Mohammad Rashid Mazaheri
2018,Iran,Mohammad Reza Khanzadeh
2018,Iran,Morteza Pouraliganji
2018,Iran,Omid Ebrahimi
2018,Iran,Pejman Montazeri
2018,Iran,Ramin Rezaeian
2018,Iran,Reza Ghoochannejhad
2018,Iran,Rouzbeh Cheshmi
2018,Iran,Saeid Ezatolahi
2018,Iran,Saman Ghoddos
2018,Iran,Sardar Azmoun
2018,Iran,Vahid Amiri
2018,Japan,Eiji Kawashima
2018,Japan,Gaku Shibasaki
2018,Japan,Gen Shoji
2018,Japan,Genki Haraguchi
2018,Japan,Gōtoku Sakai
2018,Japan,Hiroki Sakai
2018,Japan,Hotaru Yamaguchi
2018,Japan,Keisuke Honda
2018,Japan,Kosuke Nakamura
2018,Japan,Makoto Hasebe
2018,Japan,Masaaki Higashiguchi
2018,Japan,Maya Yoshida
2018,Japan,Naomichi Ueda
2018,Japan,Ryota Oshima
2018,Japan,Shinji Kagawa
2018,Japan,Shinji Okazaki
2018,Japan,Takashi Inui
2018,Japan,Takashi Usami
2018,Japan,Tomoaki Makino
2018,Japan,Wataru Endō
2018,Japan,Yoshinori Muto
2018,Japan,Yuya Osako
2018,Japan,Yūto Nagatomo
2018,Mexico,Alfredo Talavera
2018,Mexico,Andrés Guardado
2018,Mexico,Carlos Salcedo
2018,Mexico,Carlos Vela
2018,Mexico,Edson Álvarez
2018,Mexico,Giovani dos Santos
2018,Mexico,Guillermo Ochoa
2018,Mexico,Hirving Lozano
2018,Mexico,Hugo Ayala
2018,Mexico,Héctor Herrera
2018,Mexico,Héctor Moreno
2018,Mexico,Javier Aquino
2018,Mexico,Javier Hernández
2018,Mexico,Jesús Gallardo
2018,Mexico,Jesús Manuel Corona
2018,Mexico,Jonathan dos Santos
2018,Mexico,José de Jesús Corona
2018,Mexico,Marco Fabián
2018,Mexico,Miguel Layún
2018,Mexico,Oribe Peralta
2018,Mexico,Rafael Márquez
2018,Mexico,Raúl Jiménez
2018,Mexico,Érick Gutiérrez
2018,Morocco,Achraf Hakimi
2018,Morocco,Ahmed Reda Tagnaouti
2018,Morocco,Amine Harit
2018,Morocco,Ayoub El Kaabi
2018,Morocco,Aziz Bouhaddouz
2018,Morocco,Fayçal Fajr
2018,Morocco,Hakim Ziyech
2018,Morocco,Hamza Mendyl
2018,Morocco,Karim El Ahmadi
2018,Morocco,Khalid Boutaïb
2018,Morocco,Manuel da Costa
2018,Morocco,Mbark Boussoufa
2018,Morocco,Medhi Benatia
2018,Morocco,Mehdi Carcela
2018,Morocco,Munir Mohand Mohamedi
2018,Morocco,Nabil Dirar
2018,Morocco,Nordin Amrabat
2018,Morocco,Romain Saïss
2018,Morocco,Sofyan Amrabat
2018,Morocco,Yassine Bounou
2018,Morocco,Younès Belhanda
2018,Morocco,Youssef Aït Bennasser
2018,Morocco,Youssef En-Nesyri
2018,Nigeria,Ahmed Musa
2018,Nigeria,Alex Iwobi
2018,Nigeria,Brian Idowu
2018,Nigeria,Chidozie Awaziem
2018,Nigeria,Daniel Akpeyi
2018,Nigeria,Elderson Echiéjilé
2018,Nigeria,Francis Uzoho
2018,Nigeria,Ikechukwu Ezenwa
2018,Nigeria,Joel Obi
2018,Nigeria,John Obi Mikel
2018,Nigeria,John Ogu
2018,Nigeria,Kelechi Iheanacho
2018,Nigeria,Kenneth Omeruo
2018,Nigeria,Leon Balogun
2018,Nigeria,Odion Ighalo
2018,Nigeria,Ogenyi Onazi
2018,Nigeria,Peter Etebo
2018,Nigeria,Shehu Abdullahi
2018,Nigeria,Simeon Nwankwo
2018,Nigeria,Tyronne Ebuehi
2018,Nigeria,Victor Moses
2018,Nigeria,Wilfred Ndidi
2018,Nigeria,William Troost-Ekong
2018,Panama,Abdiel Arroyo
2018,Panama,Adolfo Machado
2018,Panama,Aníbal Godoy
2018,Panama,Armando Cooper
2018,Panama,Blas Pérez
2018,Panama,Eric Davis (Panamanian footballer)
2018,Panama,Felipe Baloy
2018,Panama,Fidel Escobar
2018,Panama,Gabriel Enrique Gómez
2018,Panama,Gabriel Torres
2018,Panama,Harold Cummings
2018,Panama,Ismael Díaz
2018,Panama,Jaime Penedo
2018,Panama,José Calderón (Panamanian footballer)
2018,Panama,José Luis Rodríguez
2018,Panama,Luis Ovalle
2018,Panama,Luis Tejada
2018,Panama,Michael Amir Murillo
2018,Panama,Ricardo Ávila
2018,Panama,Román Torres
2018,Panama,Valentín Pimentel
2018,Panama,Yoel Bárcenas
2018,Panama,Álex Rodríguez (Panamanian footballer)
2018,Peru,Alberto Junior Rodríguez
2018,Peru,Aldo Corzo
2018,Peru,Anderson Santamaría
2018,Peru,André Carrillo
2018,Peru,Andy Polo
2018,Peru,Carlos Cáceda
2018,Peru,Christian Cueva
2018,Peru,Christian Ramos
2018,Peru,Edison Flores
2018,Peru,Jefferson Farfán
2018,Peru,José Carvallo
2018,Peru,Luis Advíncula
2018,Peru,Miguel Araujo
2018,Peru,Miguel Trauco
2018,Peru,Nilson Loyola
2018,Peru,Paolo Guerrero
2018,Peru,Paolo Hurtado
2018,Peru,Pedro Aquino
2018,Peru,Pedro Gallese
2018,Peru,Raúl Ruidíaz
2018,Peru,Renato Tapia
2018,Peru,Wilder Cartagena
2018,Peru,Yoshimar Yotún
2018,Poland,Arkadiusz Milik
2018,Poland,Artur Jędrzejczyk
2018,Poland,Bartosz Bereszyński
2018,Poland,Bartosz Białkowski
2018,Poland,Dawid Kownacki
2018,Poland,Grzegorz Krychowiak
2018,Poland,Jacek Góralski
2018,Poland,Jakub Błaszczykowski
2018,Poland,Jan Bednarek
2018,Poland,Kamil Glik
2018,Poland,Kamil Grosicki
2018,Poland,Karol Linetty
2018,Poland,Maciej Rybus
2018,Poland,Michał Pazdan
2018,Poland,Piotr Zieliński
2018,Poland,Rafał Kurzawa
2018,Poland,Robert Lewandowski
2018,Poland,Sławomir Peszko
2018,Poland,Thiago Cionek
2018,Poland,Wojciech Szczęsny
2018,Poland,Łukasz Fabiański
2018,Poland,Łukasz Piszczek
2018,Poland,Łukasz Teodorczyk
2018,Portugal,Adrien Silva
2018,Portugal,André Silva
2018,Portugal,Anthony Lopes
2018,Portugal,Bernardo Silva
2018,Portugal,Beto
2018,Portugal,Bruno Alves
2018,Portugal,Bruno Fernandes
2018,Portugal,Cristiano Ronaldo
2018,Portugal,Cédric Soares
2018,Portugal,Gelson Martins
2018,Portugal,Gonçalo Guedes
2018,Portugal,José Fonte
2018,Portugal,João Moutinho
2018,Portugal,João Mário
2018,Portugal,Manuel Fernandes
2018,Portugal,Mário Rui
2018,Portugal,Pepe
2018,Portugal,Raphaël Guerreiro
2018,Portugal,Ricardo Pereira
2018,Portugal,Ricardo Quaresma
2018,Portugal,Rui Patrício
2018,Portugal,Rúben Dias
2018,Portugal,William Carvalho
2018,Russia,Alan Dzagoev
2018,Russia,Aleksandr Golovin
2018,Russia,Aleksandr Samedov
2018,Russia,Aleksandr Yerokhin
2018,Russia,Aleksei Miranchuk
2018,Russia,Andrei Sergeyevich Semyonov
2018,Russia,Andrey Lunyov
2018,Russia,Anton Miranchuk
2018,Russia,Artem Dzyuba
2018,Russia,Daler Kuzyayev
2018,Russia,Denis Cheryshev
2018,Russia,Fyodor Kudryashov
2018,Russia,Fyodor Smolov
2018,Russia,Igor Akinfeev
2018,Russia,Igor Smolnikov
2018,Russia,Ilya Kutepov
2018,Russia,Mário Fernandes
2018,Russia,Roman Zobnin
2018,Russia,Sergei Ignashevich
2018,Russia,Vladimir Gabulov
2018,Russia,Vladimir Granat
2018,Russia,Yuri Zhirkov
2018,Russia,Yury Gazinsky
2018,Saudi Arabia,Abdullah Al-Khaibari
2018,Saudi Arabia,Abdullah Al-Mayouf
2018,Saudi Arabia,Abdullah Otayf
2018,Saudi Arabia,Abdulmalek Al-Khaibri
2018,Saudi Arabia,Ali Al-Bulaihi
2018,Saudi Arabia,Fahad Al-Muwallad
2018,Saudi Arabia,Hattan Bahebri
2018,Saudi Arabia,Housain Al-Mogahwi
2018,Saudi Arabia,Mansoor Al-Harbi
2018,Saudi Arabia,Mohamed Kanno
2018,Saudi Arabia,Mohammad Al-Sahlawi
2018,Saudi Arabia,Mohammed Al-Breik
2018,Saudi Arabia,Mohammed Al-Owais
2018,Saudi Arabia,Motaz Hawsawi
2018,Saudi Arabia,Muhannad Assiri
2018,Saudi Arabia,Omar Hawsawi
2018,Saudi Arabia,Osama Hawsawi
2018,Saudi Arabia,Salem Al-Dawsari
2018,Saudi Arabia,Salman Al-Faraj
2018,Saudi Arabia,Taisir Al-Jassim
2018,Saudi Arabia,Yahya Al-Shehri
2018,Saudi Arabia,Yasser Al-Mosailem
2018,Saudi Arabia,Yasser Al-Shahrani
2018,Senegal,Abdoulaye Diallo
2018,Senegal,Adama Mbengue
2018,Senegal,Alfred Gomis
2018,Senegal,Alfred N'Diaye
2018,Senegal,Badou Ndiaye
2018,Senegal,Cheikh N'Doye
2018,Senegal,Cheikhou Kouyaté
2018,Senegal,Diafra Sakho
2018,Senegal,Idrissa Gueye
2018,Senegal,Ismaïla Sarr
2018,Senegal,Kalidou Koulibaly
2018,Senegal,Kara Mbodji
2018,Senegal,Keita Baldé
2018,Senegal,Khadim N'Diaye
2018,Senegal,Lamine Gassama
2018,Senegal,M'Baye Niang
2018,Senegal,Mame Biram Diouf
2018,Senegal,Moussa Konaté
2018,Senegal,Moussa Sow
2018,Senegal,Moussa Wagué
2018,Senegal,Sadio Mané
2018,Senegal,Salif Sané
2018,Senegal,Youssouf Sabaly
2018,Serbia,Adem Ljajić
2018,Serbia,Aleksandar Kolarov
2018,Serbia,Aleksandar Mitrović
2018,Serbia,Aleksandar Prijović
2018,Serbia,Andrija Živković
2018,Serbia,Antonio Rukavina
2018,Serbia,Branislav Ivanović
2018,Serbia,Dušan Tadić
2018,Serbia,Duško Tošić
2018,Serbia,Filip Kostić
2018,Serbia,Luka Jović
2018,Serbia,Luka Milivojević
2018,Serbia,Marko Dmitrović
2018,Serbia,Marko Grujić
2018,Serbia,Milan Rodić
2018,Serbia,Miloš Veljković
2018,Serbia,Nemanja Matić
2018,Serbia,Nemanja Radonjić
2018,Serbia,Nikola Milenković
2018,Serbia,Predrag Rajković
2018,Serbia,Sergej Milinković-Savić
2018,Serbia,Uroš Spajić
2018,Serbia,Vladimir Stojković
2018,South Korea,Go Yo-han
2018,South Korea,Hong Chul
2018,South Korea,Hwang Hee-chan
2018,South Korea,Jang Hyun-soo
2018,South Korea,Jo Hyeon-woo
2018,South Korea,Ju Se-jong
2018,South Korea,Jung Seung-hyun
2018,South Korea,Jung Woo-young
2018,South Korea,Ki Sung-yueng
2018,South Korea,Kim Jin-hyeon
2018,South Korea,Kim Min-woo
2018,South Korea,Kim Seung-gyu
2018,South Korea,Kim Shin-wook
2018,South Korea,Kim Young-gwon
2018,South Korea,Koo Ja-cheol
2018,South Korea,Lee Jae-sung
2018,South Korea,Lee Seung-woo
2018,South Korea,Lee Yong
2018,South Korea,Moon Seon-min
2018,South Korea,Oh Ban-suk
2018,South Korea,Park Joo-ho
2018,South Korea,Son Heung-min
2018,South Korea,Yun Young-sun
2018,Spain,Andrés Iniesta
2018,Spain,César Azpilicueta
2018,Spain,Dani Carvajal
2018,Spain,David Silva
2018,Spain,David de Gea
2018,Spain,Diego Costa
2018,Spain,Gerard Piqué
2018,Spain,Iago Aspas
2018,Spain,Isco
2018,Spain,Jordi Alba
2018,Spain,Kepa Arrizabalaga
2018,Spain,Koke
2018,Spain,Lucas Vázquez
2018,Spain,Marco Asensio
2018,Spain,Nacho
2018,Spain,Nacho Monreal
2018,Spain,Pepe Reina
2018,Spain,Rodrigo
2018,Spain,Saúl
2018,Spain,Sergio Busquets
2018,Spain,Sergio Ramos
2018,Spain,Thiago Alcântara
2018,Spain,Álvaro Odriozola
2018,Sweden,Albin Ekdal
2018,Sweden,Andreas Granqvist
2018,Sweden,Emil Forsberg
2018,Sweden,Emil Krafth
2018,Sweden,Filip Helander
2018,Sweden,Gustav Svensson
2018,Sweden,Isaac Kiese Thelin
2018,Sweden,Jimmy Durmaz
2018,Sweden,John Guidetti
2018,Sweden,Karl-Johan Johnsson
2018,Sweden,Kristoffer Nordfeldt
2018,Sweden,Ludwig Augustinsson
2018,Sweden,Marcus Berg
2018,Sweden,Marcus Rohdén
2018,Sweden,Martin Olsson
2018,Sweden,Mikael Lustig
2018,Sweden,Ola Toivonen
2018,Sweden,Oscar Hiljemark
2018,Sweden,Pontus Jansson
2018,Sweden,Robin Olsen
2018,Sweden,Sebastian Larsson
2018,Sweden,Victor Lindelöf
2018,Sweden,Viktor Claesson
2018,Switzerland,Blerim Džemaili
2018,Switzerland,Breel Embolo
2018,Switzerland,Denis Zakaria
2018,Switzerland,Fabian Schär
2018,Switzerland,François Moubandje
2018,Switzerland,Gelson Fernandes
2018,Switzerland,Granit Xhaka
2018,Switzerland,Haris Seferovic
2018,Switzerland,Johan Djourou
2018,Switzerland,Josip Drmić
2018,Switzerland,Manuel Akanji
2018,Switzerland,Mario Gavranović
2018,Switzerland,Michael Lang
2018,Switzerland,Nico Elvedi
2018,Switzerland,Remo Freuler
2018,Switzerland,Ricardo Rodríguez
2018,Switzerland,Roman Bürki
2018,Switzerland,Stephan Lichtsteiner
2018,Switzerland,Steven Zuber
2018,Switzerland,Valon Behrami
2018,Switzerland,Xherdan Shaqiri
2018,Switzerland,Yann Sommer
2018,Switzerland,Yvon Mvogo
2018,Tunisia,Ahmed Khalil
2018,Tunisia,Ali Maâloul
2018,Tunisia,Anice Badri
2018,Tunisia,Aymen Mathlouthi
2018,Tunisia,Bassem Srarfi
2018,Tunisia,Dylan Bronn
2018,Tunisia,Ellyes Skhiri
2018,Tunisia,Fakhreddine Ben Youssef
2018,Tunisia,Farouk Ben Mustapha
2018,Tunisia,Ferjani Sassi
2018,Tunisia,Ghailene Chaalali
2018,Tunisia,Hamdi Nagguez
2018,Tunisia,Mohamed Amine Ben Amor
2018,Tunisia,Mouez Hassen
2018,Tunisia,Naïm Sliti
2018,Tunisia,Oussama Haddadi
2018,Tunisia,Rami Bedoui
2018,Tunisia,Saber Khalifa
2018,Tunisia,Saîf-Eddine Khaoui
2018,Tunisia,Syam Ben Youssef
2018,Tunisia,Wahbi Khazri
2018,Tunisia,Yassine Meriah
2018,Tunisia,Yohan Benalouane
2018,Uruguay,Carlos Sánchez (Uruguayan footballer)
2018,Uruguay,Cristhian Stuani
2018,Uruguay,Cristian Rodríguez
2018,Uruguay,Diego Godín
2018,Uruguay,Diego Laxalt
2018,Uruguay,Edinson Cavani
2018,Uruguay,Fernando Muslera
2018,Uruguay,Gastón Silva
2018,Uruguay,Giorgian de Arrascaeta
2018,Uruguay,Guillermo Varela
2018,Uruguay,Jonathan Urretaviscaya
2018,Uruguay,José María Giménez
2018,Uruguay,Lucas Torreira
2018,Uruguay,Luis Suárez
2018,Uruguay,Martín Campaña
2018,Uruguay,Martín Cáceres
2018,Uruguay,Martín Silva
2018,Uruguay,Matías Vecino
2018,Uruguay,Maxi Gómez
2018,Uruguay,Maxi Pereira
2018,Uruguay,Nahitan Nández
2018,Uruguay,Rodrigo Bentancur
2018,Uruguay,Sebastián Coates
2022,Argentina,Alexis Mac Allister
2022,Argentina,Cristian Romero
2022,Argentina,Emiliano Martínez
2022,Argentina,Enzo Fernández
2022,Argentina,Exequiel Palacios
2022,Argentina,Franco Armani
2022,Argentina,Germán Pezzella
2022,Argentina,Gerónimo Rulli
2022,Argentina,Gonzalo Montiel
2022,Argentina,Guido Rodríguez
2022,Argentina,Juan Foyth
2022,Argentina,Julián Alvarez
2022,Argentina,Lautaro Martínez
2022,Argentina,Leandro Paredes
2022,Argentina,Lionel Messi
2022,Argentina,Lisandro Martínez
2022,Argentina,Marcos Acuña
2022,Argentina,Nahuel Molina
2022,Argentina,Nicolás Otamendi
2022,Argentina,Nicolás Tagliafico
2022,Argentina,Papu Gómez
2022,Argentina,Paulo Dybala
2022,Argentina,Rodrigo De Paul
2022,Argentina,Thiago Almada
2022,Argentina,Ángel Correa
2022,Argentina,Ángel Di María
2022,Australia,Aaron Mooy
2022,Australia,Ajdin Hrustic
2022,Australia,Andrew Redmayne
2022,Australia,Awer Mabil
2022,Australia,Aziz Behich
2022,Australia,Bailey Wright
2022,Australia,Cameron Devlin
2022,Australia,Craig Goodwin
2022,Australia,Danny Vukovic
2022,Australia,Fran Karačić
2022,Australia,Garang Kuol
2022,Australia,Harry Souttar
2022,Australia,Jackson Irvine
2022,Australia,Jamie Maclaren
2022,Australia,Jason Cummings
2022,Australia,Joel King
2022,Australia,Keanu Baccus
2022,Australia,Kye Rowles
2022,Australia,Marco Tilio
2022,Australia,Mathew Leckie
2022,Australia,Mathew Ryan
2022,Australia,Miloš Degenek
2022,Australia,Mitchell Duke
2022,Australia,Nathaniel Atkinson
2022,Australia,Riley McGree
2022,Australia,Thomas Deng
2022,Belgium,Amadou Onana
2022,Belgium,Arthur Theate
2022,Belgium,Axel Witsel
2022,Belgium,Charles De Ketelaere
2022,Belgium,Dries Mertens
2022,Belgium,Eden Hazard
2022,Belgium,Hans Vanaken
2022,Belgium,Jan Vertonghen
2022,Belgium,Jérémy Doku
2022,Belgium,Kevin De Bruyne
2022,Belgium,Koen Casteels
2022,Belgium,Leander Dendoncker
2022,Belgium,Leandro Trossard
2022,Belgium,Loïs Openda
2022,Belgium,Michy Batshuayi
2022,Belgium,Romelu Lukaku
2022,Belgium,Simon Mignolet
2022,Belgium,Thibaut Courtois
2022,Belgium,Thomas Meunier
2022,Belgium,Thorgan Hazard
2022,Belgium,Timothy Castagne
2022,Belgium,Toby Alderweireld
2022,Belgium,Wout Faes
2022,Belgium,Yannick Carrasco
2022,Belgium,Youri Tielemans
2022,Belgium,Zeno Debast
2022,Brazil,Alex Sandro
2022,Brazil,Alex Telles
2022,Brazil,Alisson
2022,Brazil,Antony
2022,Brazil,Bruno Guimarães
2022,Brazil,Casemiro
2022,Brazil,Dani Alves
2022,Brazil,Danilo
2022,Brazil,Ederson
2022,Brazil,Fabinho
2022,Brazil,Fred
2022,Brazil,Gabriel Jesus
2022,Brazil,Gabriel Martinelli
2022,Brazil,Gleison Bremer
2022,Brazil,Lucas Paquetá
2022,Brazil,Marquinhos
2022,Brazil,Neymar
2022,Brazil,Pedro
2022,Brazil,Raphinha
2022,Brazil,Richarlison
2022,Brazil,Rodrygo
2022,Brazil,Thiago Silva
2022,Brazil,Vinícius Júnior
2022,Brazil,Weverton
2022,Brazil,Éder Militão
2022,Brazil,Éverton Ribeiro
2022,Cameroon,André Onana
2022,Cameroon,André-Frank Zambo Anguissa
2022,Cameroon,Bryan Mbeumo
2022,Cameroon,Christian Bassogog
2022,Cameroon,Christopher Wooh
2022,Cameroon,Collins Fai
2022,Cameroon,Devis Epassy
2022,Cameroon,Enzo Ebosse
2022,Cameroon,Eric Maxim Choupo-Moting
2022,Cameroon,Gaël Ondoua
2022,Cameroon,Georges-Kévin Nkoudou
2022,Cameroon,Jean-Charles Castelletto
2022,Cameroon,Jean-Pierre Nsame
2022,Cameroon,Jerome Ngom Mbekeli
2022,Cameroon,Karl Toko Ekambi
2022,Cameroon,Martin Hongla
2022,Cameroon,Moumi Ngamaleu
2022,Cameroon,Nicolas Nkoulou
2022,Cameroon,Nouhou Tolo
2022,Cameroon,Olivier Mbaizo
2022,Cameroon,Olivier Ntcham
2022,Cameroon,Pierre Kunde
2022,Cameroon,Samuel Gouet
2022,Cameroon,Simon Ngapandouetnbu
2022,Cameroon,Souaibou Marou
2022,Cameroon,Vincent Aboubakar
2022,Canada,Alistair Johnston
2022,Canada,Alphonso Davies
2022,Canada,Atiba Hutchinson
2022,Canada,Cyle Larin
2022,Canada,David Wotherspoon
2022,Canada,Dayne St. Clair
2022,Canada,Derek Cornelius
2022,Canada,Iké Ugbo
2022,Canada,"Ismaël Koné (soccer, born 2002)"
2022,Canada,James Pantemis
2022,Canada,Joel Waterman
2022,Canada,Jonathan David
2022,Canada,Jonathan Osorio
2022,Canada,Junior Hoilett
2022,Canada,Kamal Miller
2022,Canada,Liam Fraser
2022,Canada,Liam Millar
2022,Canada,Lucas Cavallini
2022,Canada,Mark-Anthony Kaye
2022,Canada,Milan Borjan
2022,Canada,Richie Laryea
2022,Canada,Sam Adekugbe
2022,Canada,Samuel Piette
2022,Canada,Stephen Eustáquio
2022,Canada,Steven Vitória
2022,Canada,Tajon Buchanan
2022,Costa Rica,Anthony Contreras
2022,Costa Rica,Anthony Hernández
2022,Costa Rica,Brandon Aguilera
2022,Costa Rica,Bryan Oviedo
2022,Costa Rica,Bryan Ruiz
2022,Costa Rica,Carlos Martínez
2022,Costa Rica,Celso Borges
2022,Costa Rica,Daniel Chacón
2022,Costa Rica,Douglas López
2022,Costa Rica,Esteban Alvarado
2022,Costa Rica,Francisco Calvo
2022,Costa Rica,Gerson Torres
2022,Costa Rica,Jewison Bennette
2022,Costa Rica,Joel Campbell
2022,Costa Rica,Johan Venegas
2022,Costa Rica,Juan Pablo Vargas
2022,Costa Rica,Kendall Waston
2022,Costa Rica,Keylor Navas
2022,Costa Rica,Keysher Fuller
2022,Costa Rica,Patrick Sequeira
2022,Costa Rica,Roan Wilson
2022,Costa Rica,Rónald Matarrita
2022,Costa Rica,Yeltsin Tejeda
2022,Costa Rica,Youstin Salas
2022,Costa Rica,Álvaro Zamora
2022,Costa Rica,Óscar Duarte
2022,Croatia,Andrej Kramarić
2022,Croatia,Ante Budimir
2022,Croatia,Borna Barišić
2022,Croatia,Borna Sosa
2022,Croatia,Bruno Petković
2022,Croatia,Dejan Lovren
2022,Croatia,Domagoj Vida
2022,Croatia,Dominik Livaković
2022,Croatia,Ivan Perišić
2022,Croatia,Ivica Ivušić
2022,Croatia,Ivo Grbić
2022,Croatia,Josip Juranović
2022,Croatia,Josip Stanišić
2022,Croatia,Josip Šutalo
2022,Croatia,Joško Gvardiol
2022,Croatia,Kristijan Jakić
2022,Croatia,Lovro Majer
2022,Croatia,Luka Modrić
2022,Croatia,Luka Sučić
2022,Croatia,Marcelo Brozović
2022,Croatia,Mario Pašalić
2022,Croatia,Marko Livaja
2022,Croatia,Martin Erlić
2022,Croatia,Mateo Kovačić
2022,Croatia,Mislav Oršić
2022,Croatia,Nikola Vlašić
2022,Denmark,Alexander Bah
2022,Denmark,Andreas Christensen
2022,Denmark,Andreas Cornelius
2022,Denmark,Andreas Skov Olsen
2022,Denmark,Christian Eriksen
2022,Denmark,Christian Nørgaard
2022,Denmark,Daniel Wass
2022,Denmark,Frederik Rønnow
2022,Denmark,Jens Stryger Larsen
2022,Denmark,Jesper Lindstrøm
2022,Denmark,Joachim Andersen
2022,Denmark,Joakim Mæhle
2022,Denmark,Jonas Wind
2022,Denmark,Kasper Dolberg
2022,Denmark,Kasper Schmeichel
2022,Denmark,Martin Braithwaite
2022,Denmark,Mathias Jensen
2022,Denmark,Mikkel Damsgaard
2022,Denmark,Oliver Christensen
2022,Denmark,Pierre-Emile Højbjerg
2022,Denmark,Rasmus Kristensen
2022,Denmark,Robert Skov
2022,Denmark,Simon Kjær
2022,Denmark,Thomas Delaney
2022,Denmark,Victor Nelsson
2022,Denmark,Yussuf Poulsen
2022,Ecuador,Alan Franco
2022,Ecuador,Alexander Domínguez
2022,Ecuador,Ayrton Preciado
2022,Ecuador,Carlos Gruezo
2022,Ecuador,Diego Palacios
2022,Ecuador,Djorkaeff Reasco
2022,Ecuador,Enner Valencia
2022,Ecuador,Félix Torres
2022,Ecuador,Gonzalo Plata
2022,Ecuador,Hernán Galíndez
2022,Ecuador,Jackson Porozo
2022,Ecuador,Jeremy Sarmiento
2022,Ecuador,José Cifuentes
2022,Ecuador,Kevin Rodríguez
2022,Ecuador,Michael Estrada
2022,Ecuador,Moisés Caicedo
2022,Ecuador,Moisés Ramírez
2022,Ecuador,Pervis Estupiñán
2022,Ecuador,Piero Hincapié
2022,Ecuador,Robert Arboleda
2022,Ecuador,Romario Ibarra
2022,Ecuador,Sebas Méndez
2022,Ecuador,Willian Pacho
2022,Ecuador,Xavier Arreaga
